#
#  HY1C/CZI RSR
#
#  from Excel files received from Shen Fang 
#
#  Tabulated QV 2023-01-24
#
# Wavelength (nm)	RSR
#
# BAND 1 Blue
822	0.8990847696
830	0.917495205
838	0.8961531718
846	0.8734331212
854	0.8958345372
862	0.8982663422
870	0.870578582
878	0.8762237724
886	0.7996436172
894	0.2532840068
902	0.029327711
910	0.004179854
918	0.0012499032
926	0.0005053968
934	0.0002626272
942	0.0003797216
950	0.000862457
958	0.0017226836
966	0.0005298322
974	0.000175305
982	0.0002200412
990	0.000375553
998	0.0006583608
1006	0.0002446906
1014	0.0001213754
1022	0.00010468216
1030	0.000102116
1038	0.00011706204
1046	0.00011620332
1054	2.40E-05
1062	2.08E-05
1070	7.94E-05
1078	0.00012094952
1086	0.000137101442
1094	3.91E-05
#
