# QV 2022-01-11 from Planet Support CSV file
#
# "8 channel" SuperDove RSR from https://support.planet.com/hc/article_attachments/360017988517/Superdove.csv
# with Blue, Green_ii, Red, RedEdge and NIR
#
#  PlanetScope SD8 Band 1 Coastal-Blue
#
#  Wavelength
#   (nm)	Relative response
#  __________	___________
588	0.000683527
589	0.000683527
590	0.000683527
591	0.000683527
592	0.000683527
593	0.000683527
594	0.000683527
595	0.000683527
596	0.000683527
597	0.000683527
598	0.000683527
599	0.000683527
600	0.000683527
601	0.000683527
602	0.000683527
603	0.000683527
604	0.000683527
605	0.000683527
606	0.000683527
607	0.000683527
608	0.000911369
609	0.000911369
610	0.000911369
611	0.000911369
612	0.000911369
613	0.000911369
614	0.000911369
615	0.000911369
616	0.000911369
617	0.000911369
618	0.000911369
619	0.000911369
620	0.000911369
621	0.000911369
622	0.000911369
623	0.000911369
624	0.000911369
625	0.000911369
626	0.000911369
627	0.000911369
628	0.000911369
629	0.000911369
630	0.000911369
631	0.000911369
632	0.000911369
633	0.000911369
634	0.000911369
635	0.000911369
636	0.000911369
637	0.000911369
638	0.000911369
639	0.000911369
640	0.000911369
641	0.000911369
642	0.000911369
643	0.000911369
644	0.000911369
645	0.000911369
646	0.000911369
647	0.000911369
648	0.000911369
649	0.000911369
650	0.000911369
651	0.000911369
652	0.000911369
653	0.000911369
654	0.000911369
655	0.000911369
656	0.000911369
657	0.000911369
658	0.000911369
659	0.000911369
660	0.000911369
661	0.000911369
662	0.000911369
663	0.000911369
664	0.000911369
665	0.000911369
666	0.000911369
667	0.000911369
668	0.000911369
669	0.000911369
670	0.000911369
671	0.000911369
672	0.000911369
673	0.000911369
674	0.000911369
675	0.000911369
676	0.000911369
677	0.000911369
678	0.000911369
679	0.000911369
680	0.000911369
681	0.000911369
682	0.000911369
683	0.000911369
684	0.000911369
685	0.000911369
686	0.000911369
687	0.000911369
688	0.000911369
689	0.000911369
690	0.000911369
691	0.000911369
692	0.000911369
693	0.000911369
694	0.000911369
695	0.000911369
696	0.000911369
697	0.000911369
698	0.000911369
699	0.000911369
700	0.000911369
701	0.000911369
702	0.000911369
703	0.000911369
704	0.000911369
705	0.000911369
706	0.000911369
707	0.000911369
708	0.001139212
709	0.001139212
710	0.001139212
711	0.001139212
712	0.000911369
713	0.000911369
714	0.000911369
715	0.000911369
716	0.000911369
717	0.000911369
718	0.000911369
719	0.000911369
720	0.000911369
721	0.000911369
722	0.000911369
723	0.000911369
724	0.000911369
725	0.000911369
726	0.000911369
727	0.000911369
728	0.000911369
729	0.000911369
730	0.000911369
731	0.000911369
732	0.000911369
733	0.000911369
734	0.000911369
735	0.000911369
736	0.000911369
737	0.000911369
738	0.000911369
739	0.000911369
740	0.000911369
741	0.000911369
742	0.000911369
743	0.000911369
744	0.000911369
745	0.000911369
746	0.000911369
747	0.000911369
748	0.000911369
749	0.000911369
750	0.000911369
751	0.000911369
752	0.000911369
753	0.000911369
754	0.000911369
755	0.000911369
756	0.000911369
757	0.000911369
758	0.000911369
759	0.000911369
760	0.000911369
761	0.000911369
762	0.000911369
763	0.000911369
764	0.000911369
765	0.000911369
766	0.000911369
767	0.000911369
768	0.000911369
769	0.000911369
770	0.000911369
771	0.000911369
772	0.000911369
773	0.000911369
774	0.000911369
775	0.000911369
776	0.000911369
777	0.000911369
778	0.000911369
779	0.000911369
780	0.000911369
781	0.000911369
782	0.000911369
783	0.000911369
784	0.000911369
785	0.000911369
786	0.000911369
787	0.000911369
788	0.000911369
789	0.000911369
790	0.000911369
791	0.000911369
792	0.000911369
793	0.000911369
794	0.000911369
795	0.000911369
796	0.000911369
797	0.000911369
798	0.000911369
799	0.000911369
800	0.000911369
801	0.000911369
802	0.000911369
803	0.000911369
804	0.000911369
805	0.000911369
806	0.000911369
807	0.000911369
808	0.000911369
809	0.000911369
810	0.000911369
811	0.000911369
812	0.000911369
813	0.000683527
814	0.000683527
815	0.000683527
816	0.000683527
817	0.000683527
818	0.000683527
819	0.000683527
820	0.000683527
821	0.000683527
822	0.000683527
823	0.000683527
824	0.000683527
825	0.000683527
826	0.000683527
827	0.000683527
828	0.000683527
829	0.000683527
830	0.000683527
831	0.000683527
832	0.000683527
833	0.000683527
834	0.000683527
835	0.000683527
836	0.000683527
837	0.000683527
838	0.000683527
839	0.000683527
840	0.000683527
841	0.000683527
842	0.000683527
843	0.000683527
844	0.000683527
845	0.000683527
846	0.000683527
847	0.000683527
848	0.000683527
849	0.000683527
850	0.000683527
851	0.000683527
852	0.000683527
853	0.000683527
854	0.000683527
855	0.000683527
856	0.000683527
857	0.000683527
858	0.000683527
859	0.000683527
860	0.000683527
861	0.000683527
862	0.000683527
863	0.000683527
864	0.000683527
865	0.000683527
866	0.000683527
867	0.000683527
868	0.000683527
869	0.000683527
870	0.000683527
871	0.000683527
872	0.000455685
873	0.000455685
874	0.000455685
875	0.000455685
876	0.000455685
877	0.000455685
878	0.000455685
879	0.000455685
880	0.000455685
881	0.000455685
882	0.000455685
883	0.000455685
884	0.000455685
885	0.000455685
886	0.000455685
887	0.000455685
888	0.000455685
889	0.000455685
890	0.000455685
891	0.000455685
892	0.000455685
893	0.000455685
894	0.000455685
895	0.000455685
896	0.000455685
897	0.000455685
898	0.000455685
899	0.000455685
900	0.000455685
901	0.000455685
902	0.000455685
903	0.000455685
904	0.000455685
905	0.000455685
906	0.000455685
907	0.000455685
908	0.000455685
909	0.000455685
910	0.000455685
911	0.000455685
912	0.000455685
913	0.000455685
914	0.000455685
915	0.000455685
916	0.000455685
917	0.000455685
918	0.000455685
919	0.000455685
920	0.000455685
921	0.000455685
922	0.000455685
923	0.000455685
924	0.000455685
925	0.000227842
926	0.000227842
927	0.000227842
928	0.000227842
929	0.000227842
930	0.000227842
931	0.000227842
932	0.000227842
933	0.000227842
934	0.000227842
935	0.000227842
936	0.000227842
937	0.000227842
938	0.000227842
939	0.000227842
940	0.000227842
941	0.000227842
942	0.000227842
943	0.000227842
944	0.000227842
945	0.000227842
946	0.000227842
947	0.000227842
948	0.000227842
949	0.000227842
950	0.000227842
951	0.000227842
952	0.000227842
953	0.000227842
954	0.000227842
955	0.000227842
956	0.000227842
957	0.000227842
958	0.000227842
959	0.000227842
960	0.000227842
961	0.000227842
962	0.000227842
963	0.000227842
964	0.000227842
965	0.000227842
966	0.000227842
967	0.000227842
968	0.000227842
969	0.000227842
970	0.000227842
971	0.000227842
972	0.000227842
973	0.000227842
974	0.000227842
975	0.000227842
976	0.000227842
977	0.000227842
978	0.000227842
979	0.000227842
980	0.000227842
981	0.000227842
982	0.000227842
983	0.000227842
984	0.000227842
985	0.000227842
986	0.000227842
987	0.000227842
988	0.000227842
989	0.000227842
990	0.000227842
991	0.000227842
992	0.000227842
993	0.000227842
994	0.000227842
995	0.000227842
996	0.000227842
997	0.000227842
998	0.000227842
999	0.000227842
1000	0
#
#  PlanetScope SD8 Band 3 Green_i
#
#  Wavelength
#   (nm)	Relative response
#  __________	___________
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0.000246245
508	0.00049249
509	0.001969958
510	0.008618567
511	0.025363211
512	0.065254863
513	0.20093573
514	0.515390298
515	0.836000985
516	0.948781088
517	0.943363704
518	0.956907166
519	0.982762866
520	0.995075105
521	0.980792908
522	0.95715341
523	0.94163999
524	0.938931298
525	0.952228515
526	0.97882295
527	0.998522531
528	1
529	0.995075105
530	0.987441517
531	0.975868013
532	0.956414676
533	0.938931298
534	0.938931298
535	0.958384634
536	0.974390544
537	0.984979069
538	0.977837971
539	0.957892145
540	0.927357794
541	0.922679143
542	0.950258557
543	0.980792908
544	0.981285398
545	0.966756956
546	0.959862103
547	0.959862103
548	0.965279488
549	0.977837971
550	0.94213248
551	0.716572273
552	0.366412214
553	0.083230731
554	0.018222113
555	0.003201182
556	0.001723713
557	0.00049249
558	0.000246245
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
#
#  PlanetScope SD8 Band 4 Green_ii
#
#  Wavelength
#   (nm)	Relative response
#  __________	___________
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0.000460829
531	0.075806452
532	0
533	0.000921659
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0.015898618
544	0.147695853
545	0.241013825
546	0.34078341
547	0.65921659
548	0.947695853
549	0.988248848
550	0.982949309
551	0.989861751
552	0.990552995
553	0.989861751
554	0.983640553
555	0.991474654
556	0.998387097
557	1
558	0.997695853
559	0.99562212
560	0.996313364
561	0.999769585
562	0.997926267
563	0.997465438
564	0.997695853
565	0.986635945
566	0.983870968
567	0.986866359
568	0.99078341
569	0.979953917
570	0.975806452
571	0.976036866
572	0.980645161
573	0.979493088
574	0.975806452
575	0.978110599
576	0.978571429
577	0.976728111
578	0.975115207
579	0.974654378
580	0.978341014
581	0.972119816
582	0.972580645
583	0.973271889
584	0.967741935
585	0.864285714
586	0.298156682
587	0.039631336
588	0.005760369
589	0.002304147
590	0.000921659
591	0.001382488
592	0
593	0
594	0
595	0.000691244
596	0.001843318
597	0
598	0
599	0.000230415
600	0.000230415
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
#
#  PlanetScope SD8 Band 5 Yellow
#
#  Wavelength
#   (nm)	Relative response
#  __________	___________
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0.000250188
594	0.000750563
595	0.002251689
596	0.008756567
597	0.036777583
598	0.122591944
599	0.274956217
600	0.552914686
601	0.891168376
602	1
603	0.99574681
604	0.996997748
605	0.994495872
606	0.987490618
607	0.985739304
608	0.98724043
609	0.98724043
610	0.985489117
611	0.983237428
612	0.980735552
613	0.978483863
614	0.975731799
615	0.971728797
616	0.966474856
617	0.965223918
618	0.968726545
619	0.965223918
620	0.954716037
621	0.966224669
622	0.945208907
623	0.668501376
624	0.336502377
625	0.171378534
626	0.091318489
627	0.038528897
628	0.01275957
629	0.00425319
630	0.001751313
631	0.000750563
632	0.000500375
633	0.000250188
634	0.000250188
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
