# Nechad 2010 SPM Algorithm - original Calibration
#
# wavelength (nm), A_S, B_S, Rsq, C_S
# created from tables in Nechad et al., 2010
# QV 2018-03-21
#
665.0,355.85,1.74,78.9,0.1728
667.5,374.11,1.61,79.1,0.17379999999999998
670.0,384.11,1.44,79.4,0.1747
672.5,391.38,1.26,79.7,0.17559999999999998
675.0,401.61,1.09,80.0,0.1764
677.5,403.49,1.04,80.4,0.1775
680.0,408.84,0.82,80.7,0.1788
682.5,400.68,0.87,81.0,0.17989999999999998
685.0,396.87,0.84,81.3,0.18100000000000002
687.5,394.57,0.85,81.5,0.1821
690.0,394.2,0.9,81.7,0.183
692.5,402.74,0.96,81.9,0.184
695.0,414.72,1.02,82.1,0.1848
697.5,430.21,1.08,82.3,0.1857
700.0,445.11,1.13,82.5,0.1864
702.5,468.13,1.15,82.6,0.18719999999999998
705.0,493.65,1.16,82.8,0.18789999999999998
707.5,526.68,1.15,82.9,0.1886
710.0,561.94,1.23,82.9,0.1892
712.5,606.12,1.19,82.9,0.1898
715.0,649.78,1.25,82.7,0.19039999999999999
717.5,708.16,1.17,82.5,0.1913
720.0,774.27,1.17,82.2,0.19219999999999998
722.5,861.11,1.16,82.0,0.193
725.0,966.39,1.12,81.7,0.1937
727.5,1086.85,1.07,81.2,0.19440000000000002
730.0,1229.15,1.02,80.4,0.19510000000000002
732.5,1374.86,0.98,79.5,0.1957
735.0,1491.46,1.06,78.5,0.1963
737.5,1592.19,1.09,77.6,0.1968
740.0,1664.72,1.14,76.7,0.1973
742.5,1725.83,1.12,76.1,0.1978
745.0,1754.77,1.22,75.6,0.19829999999999998
747.5,1781.18,1.24,75.3,0.19879999999999998
750.0,1804.05,1.27,75.0,0.19920000000000002
752.5,1815.54,1.27,74.5,0.1996
755.0,1822.38,1.28,74.3,0.2
757.5,1789.22,1.3,74.6,0.2003
760.0,1750.72,1.34,74.7,0.2007
762.5,1736.96,1.39,74.9,0.201
765.0,1795.66,1.38,75.5,0.20129999999999998
767.5,1851.11,1.41,75.3,0.2021
770.0,1894.33,1.37,75.3,0.2028
772.5,1889.64,1.43,75.3,0.2034
775.0,1866.93,1.47,75.1,0.204
777.5,1834.05,1.53,75.2,0.2045
780.0,1802.62,1.57,75.3,0.205
782.5,1787.56,1.5,75.5,0.2054
785.0,1760.19,1.54,75.7,0.2059
787.5,1724.54,1.59,76.0,0.20620000000000002
790.0,1701.46,1.54,76.3,0.2066
792.5,1667.3,1.58,76.6,0.2069
795.0,1646.43,1.53,76.9,0.2072
797.5,1619.05,1.56,77.3,0.2075
800.0,1596.41,1.58,77.5,0.2078
802.5,1573.61,1.61,77.7,0.20800000000000002
805.0,1562.74,1.63,77.8,0.2082
807.5,1552.21,1.64,77.7,0.20850000000000002
810.0,1548.63,1.65,77.7,0.2087
812.5,1552.99,1.65,77.8,0.2089
815.0,1570.74,1.64,77.6,0.2091
817.5,1613.05,1.59,77.7,0.20920000000000002
820.0,1664.01,1.65,77.3,0.2094
822.5,1763.64,1.58,76.6,0.2096
825.0,1867.44,1.6,75.9,0.2097
827.5,1996.74,1.6,74.7,0.20989999999999998
830.0,2125.12,1.72,73.4,0.21
832.5,2267.88,1.71,72.1,0.2101
835.0,2379.77,1.8,70.8,0.21030000000000001
837.5,2481.42,1.83,69.7,0.2104
840.0,2543.56,1.92,68.5,0.21050000000000002
842.5,2601.28,1.93,67.7,0.21059999999999998
845.0,2646.87,2.0,67.0,0.2107
847.5,2697.96,2.0,66.4,0.2108
850.0,2719.82,2.08,65.8,0.2109
852.5,2780.02,2.03,65.4,0.21100000000000002
855.0,2814.06,2.12,64.8,0.21109999999999998
857.5,2870.4,2.11,64.2,0.2112
860.0,2905.11,2.21,63.8,0.2113
862.5,2924.54,2.28,63.1,0.2114
865.0,2971.93,2.3,62.7,0.2115
867.5,3016.31,2.32,61.9,0.2116
870.0,3050.06,2.4,61.2,0.21170000000000003
872.5,3104.12,2.45,60.7,0.2119
875.0,3161.9,2.46,60.0,0.212
877.5,3199.96,2.58,59.1,0.2121
880.0,3251.89,2.65,58.4,0.2122
882.5,3318.38,2.65,57.6,0.21230000000000002
885.0,3388.53,2.68,56.6,0.21239999999999998
